Business LIcense,Violation Date,Violation,Inspector Comments
16FOOD-0043,2/8/18,"(32) TOILET AND HAND WASHING FACILITIES: Toilet rooms enclosed, self-closing doors. Fixtures: good repair, clean; hand cleanser, sanitary towels/hand drying devices provided; proper waste receptables; tissue.",Provide paper towels in the dispenser by the front window area handsink.
16FOOD-0017,2/8/18,"(41) OTHER OPERATIONS: Toxic items properly stored, labeled and used.",CRITICAL VIOLATION.Label the spray bottle to indicate the contents which is glass cleaner
16FOOD-0017,2/8/18,"(22) FOOD EQUIPMENT AND UTENSILS: Food contact surfaces of equipment and utensils: clean, free of abrasives and detergents.",Clean and sanitizer the inside of the ice machine to remove the pink mold
09FOOD-0041,1/5/18,"(21) FOOD EQUIPMENT AND UTENSILS: Wiping cloths: clean, use restricted",Quaternary ammonia / Chlorine / Iodineplease store wiping cloths in sanitizer when not in use
09FOOD-0095,1/25/18,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",Please clean flour and crumbs from floors.  Washing floors daily will aid in the prevention of rodent harborage.
09FOOD-0041,1/5/18,"(42) OTHER OPERATIONS: Premises; maintained; free of litter, unnecessary articles; cleaning and maintenance equipment properly stored; authorized personnel.",observed food scrap and litter under counters and tables.  please clean under these locations and in all hard to reach areas
09FOOD-0184,2/12/18,"(3) FOOD PROTECTION: Potentially hazardous food meets temperature and date marking requirements during storage, preparation, display, service and transportation",CRITICAL VIOLATION. Roast beef that was prepared the previous night was found at 52F in the walk-in cooler. Food must be rapidly cooled from 135F to 41F or below within 6 hours. Discard roast beef.
09FOOD-0184,2/12/18,"(20) FOOD EQUIPMENT AND UTENSILS: Sanitization rinse: clean, temperature, concentration.",CRITICAL VIOLATION. Dish machine is providing 0ppm chlorine. Have machine serviced. It must provide 50-100ppm chlorine.
09FOOD-0095,1/25/18,"(37) FLOORS, WALLS AND CEILINGS: Walls, ceilings, equipment attached: constructed, good repair, clean surfaces; dustless cleaning methods.",Please repair holes in walls of kitchen.
09FOOD-0095,1/25/18,(23) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces of equipment and utensils: clean.,please clean the surfaces and faces of coolers |  freezers |  equipment and tables that are full of flour.
09FOOD-0101,2/13/18,"(41) OTHER OPERATIONS: Toxic items properly stored, labeled and used.",CRITICAL VIOLATION.1. Found 3 spray bottles that were storing cleaning liquids in incorrectly labeled spray bottles. Two were a clear liquid in a glass cleaner bottle which is a blue liquid. The other was a purple liquid in a sanitizer bottle and the sanitizer is pink. Correctly label and use spray bottles.2 There was over 400 ppm of sanitizer in the spray bottle that is dispensed at the mop sink. Use your test strips to check the sanitizer being dispensed at the mop sink or adjust the water to sanitizer ratio to dispense no more than 400 ppm.3 compartment sink is dispensing correctly.
15FOOD-0054,2/2/18,(5) FOOD PROTECTION: Thermometers provided and conspicuous,Please assure thermometers are displayed conspicuously
12FOOD-0018,2/13/18,"(17) FOOD EQUIPMENT AND UTENSILS: Accurate thermometers, chemical test kits provided; gauge cock.",Obtain quaternary test strips to test the sanitizer
12FOOD-0018,2/13/18,(10) CROSS CONTAMINATION: Food (ice) dispensing utensils properly stored.,Do not use glass bowls to dispense sugar use only utensils with handles.
14FOOD-0050,2/13/18,(45) OTHER OPERATIONS: CERTIFIED FOOD HANDLER.,CRITICAL VIOLATION.Daniel Campos has the FSSMC I will come back and check out n 10 daysEmployees must have Illinois Food Handler Training
14FOOD-0050,2/13/18,"(37) FLOORS, WALLS AND CEILINGS: Walls, ceilings, equipment attached: constructed, good repair, clean surfaces; dustless cleaning methods.",Please install new wall covering over the deteriorated paneling behind the handsink and below the 3 compartment sink as the wall covering is severely pitted and deteriorated. Wall material subjected to splash shall be non absorbent smooth easily cleanable and sealed to the wall.
12FOOD-0018,2/13/18,"(37) FLOORS, WALLS AND CEILINGS: Walls, ceilings, equipment attached: constructed, good repair, clean surfaces; dustless cleaning methods.",Wash the wall behind the 3 compartment sink in the bar area
14FOOD-0050,2/13/18,"(41) OTHER OPERATIONS: Toxic items properly stored, labeled and used.",CRITICAL VIOLATION.Do not store alcohol and peroxide on shelves with spices and above food.
12FOOD-0018,2/13/18,(45) OTHER OPERATIONS: CERTIFIED FOOD HANDLER.,CRITICAL VIOLATION.Cody Modeer MCC-10767exp 5/8/22All food service employees shall have Illinois Food Handler Training certificates on file.
12FOOD-0018,2/13/18,"(29) PLUMBING: Installed, maintained",Provide cold water at the back handsink
09FOOD-0101,2/13/18,"(32) TOILET AND HAND WASHING FACILITIES: Toilet rooms enclosed, self-closing doors. Fixtures: good repair, clean; hand cleanser, sanitary towels/hand drying devices provided; proper waste receptables; tissue.",Provide paper towels and soap at the handsink
12FOOD-0018,2/13/18,"(32) TOILET AND HAND WASHING FACILITIES: Toilet rooms enclosed, self-closing doors. Fixtures: good repair, clean; hand cleanser, sanitary towels/hand drying devices provided; proper waste receptables; tissue.",Provide soap and cold water at the rear handsink.
14FOOD-0050,2/13/18,"(17) FOOD EQUIPMENT AND UTENSILS: Accurate thermometers, chemical test kits provided; gauge cock.",Purchase new sanitizing quat tablets as the ones on site expired in October of 2017.
09FOOD-0389,2/14/18,"(22) FOOD EQUIPMENT AND UTENSILS: Food contact surfaces of equipment and utensils: clean, free of abrasives and detergents.",Can opener is slightly soiled. Clean and sanitize the blade on a regular basis. The entire can opener can be placed through the cleaning cycle instead of just being wiped.
09FOOD-0213,2/14/18,"(3) FOOD PROTECTION: Potentially hazardous food meets temperature and date marking requirements during storage, preparation, display, service and transportation",CRITICAL VIOLATION.The cooked broccoli was 118.9 F and must be maintained at 135 F or above. Reheated to 165 F before serving. The broccoli container is not able to be kept in the steam table due to size. It is suggested that upon receiving the broccoli store in the refrigerator and reheat to 165 F upon serving.
09FOOD-0293,2/14/18,"(3) FOOD PROTECTION: Potentially hazardous food meets temperature and date marking requirements during storage, preparation, display, service and transportation",CRITICAL VIOLATION.Beef patties 110 F at 11:00 am must not be served. No record of temperatures upon delivery. Temperatures of food products should be taken upon delivery as all food cooked and in transportation must be transported at minimum 135 F
09FOOD-0389,2/14/18,(2) FOOD: Original Container; properly labeled.,Spray bottle found without a label. Provide a label.
17FOOD-0037,2/15/18,(45) OTHER OPERATIONS: CERTIFIED FOOD HANDLER.,CRITICAL VIOLATION. Copy of Food protection manager certificate is not on site. Please provide. Employee does not have Food Handler Certificate. This must be provided.
09FOOD-0240,1/8/18,(5) FOOD PROTECTION: Thermometers provided and conspicuous,Please provide thermometer and display conspicuously for walk in cooler
17FOOD-0037,2/15/18,"(8) CROSS CONTAMINATION: Food protection during storage, preparation, display, service and transportation",Container of waffle cones was being stored on the floor. Move cones to a storage location that is at least 6inches above the floor.
09FOOD-0083,1/10/18,"(21) FOOD EQUIPMENT AND UTENSILS: Wiping cloths: clean, use restricted",Quaternary ammonia / Chlorine / IodineStore wiping cloths in sanitizer when not in use
09FOOD-0083,1/10/18,"(15) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces: designed, constructed, maintained, installed, located.",Resurface top of freezer unit that is chipping paint
09FOOD-0083,1/10/18,(4) FOOD PROTECTION: Facilities to maintain product temperature.,CRITICAL VIOLATION.Corner refrigeration unit is out of temperature and not functioning.  Please discontinue use of this refrigerator and repair or replace.  Items were just at proper temp and have been moved to working unit.
09FOOD-0323,2/19/18,(23) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces of equipment and utensils: clean.,Multiple surfaces contain food debris (specifically the shelf holding slicer machine and shelf across from grill.) Clean surfaces.
09FOOD-0323,2/19/18,"(20) FOOD EQUIPMENT AND UTENSILS: Sanitization rinse: clean, temperature, concentration.",CRITICAL VIOLATION. Dish machine does not have hot water available for sanitization of equipment. Do not use until hot water has been restored.
09FOOD-0323,2/19/18,(27) WATER: Source: safe; hot and cold under pressure.,CRITICAL VIOLATION. Water heater tank is not currently working. Have tank repaired. This establishment cannot operate without hot water. Do not open until hot water has been restored and approved by Health Department.
09FOOD-0182,2/19/18,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",Floor under salad bar is heavily soiled with spilled food debris. Clean for pest prevention.
09FOOD-0182,2/19/18,"(22) FOOD EQUIPMENT AND UTENSILS: Food contact surfaces of equipment and utensils: clean, free of abrasives and detergents.",1. The surface of the 3 compartment located on ground level is soiled. Clean. 2. Soda nozzles in basement are soiled. Clean and sanitize.
14FOOD-0017,2/20/18,"(41) OTHER OPERATIONS: Toxic items properly stored, labeled and used.",CRITICAL VIOLATION. Spray bottles are not labeled. A label must be provided for all spray bottles and chemicals.
09FOOD-0087,2/20/18,"(17) FOOD EQUIPMENT AND UTENSILS: Accurate thermometers, chemical test kits provided; gauge cock.",The quat test strips expired June 2012 and they are discolored because of age or because they fell in water.Please purchase new test strips.
09FOOD-0087,2/20/18,(45) OTHER OPERATIONS: CERTIFIED FOOD HANDLER.,CRITICAL VIOLATION.FSSMC Marla Cramin issue date 8/4/17All employees must have Illinois Food Handler trainng with 30 days
09FOOD-0087,2/20/18,(38) LIGHTING: Provided as required; fixtures shielded.,Install a ceiling light fixture shield in the downstairs soda room as all light fixtures where food and drinks are stored must be shielded
12FOOD-0046,2/20/18,(10) CROSS CONTAMINATION: Food (ice) dispensing utensils properly stored.,Do not use plastic containers to dispense bulk products downstairs . Only use utensils with handles where the handle can be extended out of the food product
10FOOD-0026,2/20/18,"(22) FOOD EQUIPMENT AND UTENSILS: Food contact surfaces of equipment and utensils: clean, free of abrasives and detergents.",Clean and sanitize the inside of the ice machine to remove the visible mold
09FOOD-0087,2/20/18,"(35) INSECT, RODENT, ANIMAL CONTROL: Presence of insects/rodents; outer openings protected; no birds, turtles, other animals.",CRITICAL VIOLATION.The downstairs overhead door is not closed with a tight seal as the weather stripping is deteriorated/missing as evidenced by daylight at the ground. Secure the door with a tight seal.
09FOOD-0087,2/20/18,"(21) FOOD EQUIPMENT AND UTENSILS: Wiping cloths: clean, use restricted",When using cloths to wipe food contact surfaces and the counter |  the cloths shall be stored in a sanitizing solution between uses not hung from a person jeans.
